max_depth,n_estimators,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,train_rmse,val_rmse,val_acc
2,100,0.1,0.8,0.7,5,0.0,5,0.44622,0.70462,0.37249
3,200,0.05,0.7,0.7,10,1.0,5,0.37729,0.70463,0.4022
3,300,0.1,0.7,0.8,5,1.0,1,0.19329,0.70463,0.37388
2,100,0.1,0.8,0.8,5,1.0,1,0.45085,0.70464,0.38547
2,200,0.05,0.8,0.7,20,1.0,10,0.47878,0.70466,0.36185
3,100,0.01,0.8,0.6,10,0.0,5,0.66574,0.70467,0.43028
3,300,0.05,0.8,0.6,20,1.0,10,0.3697,0.70468,0.38074
2,200,0.01,0.7,0.6,20,0.5,10,0.63014,0.7047,0.41716
2,300,0.1,0.8,0.6,20,0.0,1,0.33886,0.7047,0.35032
3,300,0.05,0.8,0.8,20,0.5,5,0.33608,0.7047,0.4098
2,100,0.01,0.7,0.6,5,1.0,10,0.7213,0.70474,0.4314
2,200,0.1,0.6,0.8,20,0.0,10,0.42213,0.70474,0.32317
2,300,0.1,0.8,0.7,10,0.5,1,0.32262,0.70474,0.34774
2,200,0.1,0.8,0.7,20,0.0,10,0.40733,0.70476,0.31965
2,300,0.05,0.7,0.6,10,1.0,5,0.43036,0.7048,0.34214
3,100,0.01,0.6,0.6,5,1.0,10,0.69947,0.70485,0.41058
3,300,0.05,0.8,0.8,20,0.0,5,0.33133,0.70487,0.40338
2,200,0.05,0.6,0.6,10,1.0,5,0.47106,0.70488,0.33924
2,300,0.05,0.8,0.7,10,1.0,10,0.43668,0.70488,0.34717
2,200,0.1,0.7,0.7,20,0.0,10,0.41465,0.70489,0.31664
3,200,0.1,0.6,0.8,5,1.0,1,0.25613,0.7049,0.40572
2,200,0.1,0.7,0.6,5,0.0,5,0.37951,0.70491,0.32077
2,300,0.05,0.6,0.6,20,1.0,5,0.45285,0.70491,0.28372
3,100,0.01,0.8,0.6,5,1.0,10,0.68724,0.70494,0.42359
3,300,0.05,0.6,0.8,20,1.0,5,0.37635,0.70494,0.36501
3,300,0.1,0.7,0.6,5,0.5,1,0.17439,0.70495,0.41611
3,100,0.01,0.7,0.6,20,0.5,10,0.69554,0.70498,0.42685
3,200,0.05,0.7,0.8,5,0.5,1,0.3328,0.70498,0.40154
2,300,0.1,0.6,0.7,5,0.5,5,0.3418,0.70499,0.29849
3,200,0.05,0.7,0.6,5,0.5,1,0.34158,0.70499,0.42723
2,100,0.1,0.6,0.8,5,1.0,1,0.45262,0.705,0.33178
2,200,0.1,0.7,0.7,20,1.0,5,0.41652,0.70501,0.32558
3,200,0.1,0.7,0.7,20,0.5,5,0.31618,0.70501,0.40975
3,200,0.05,0.7,0.8,20,1.0,1,0.39828,0.70503,0.37927
2,200,0.01,0.7,0.6,10,1.0,10,0.63088,0.70504,0.41671
3,100,0.01,0.7,0.6,5,0.0,10,0.68678,0.70507,0.42704
3,100,0.1,0.8,0.8,10,0.0,10,0.37217,0.70508,0.43064
3,200,0.1,0.8,0.7,5,1.0,10,0.2893,0.70508,0.40885
3,300,0.1,0.6,0.6,10,0.0,5,0.21953,0.7051,0.39159
2,200,0.01,0.7,0.6,10,0.5,10,0.6285,0.70511,0.41732
2,200,0.01,0.7,0.6,20,1.0,10,0.63243,0.70511,0.42069
2,200,0.1,0.7,0.7,10,0.0,10,0.39849,0.70511,0.32206
3,200,0.05,0.8,0.7,10,0.5,5,0.36348,0.70512,0.40205
2,200,0.05,0.6,0.8,20,0.5,5,0.47974,0.70514,0.34877
3,200,0.1,0.6,0.7,10,0.5,10,0.30907,0.70514,0.35531
2,200,0.05,0.7,0.6,10,1.0,1,0.45826,0.70518,0.36219
3,200,0.1,0.8,0.7,20,0.0,10,0.30569,0.70523,0.41189
2,100,0.01,0.8,0.6,20,1.0,1,0.70066,0.70524,0.40977
3,100,0.1,0.7,0.6,20,1.0,10,0.42734,0.70525,0.37041
3,300,0.05,0.6,0.7,10,0.5,5,0.32823,0.70525,0.33426
3,100,0.01,0.7,0.6,5,0.0,5,0.66868,0.70526,0.44421
3,300,0.05,0.8,0.7,20,1.0,1,0.33548,0.70527,0.40153
3,200,0.1,0.6,0.6,10,1.0,5,0.31085,0.70529,0.3887
2,100,0.1,0.8,0.8,20,0.0,1,0.45714,0.70534,0.3083
3,100,0.01,0.6,0.6,20,0.0,10,0.69943,0.70535,0.42371
3,200,0.05,0.7,0.7,5,0.0,1,0.32147,0.70535,0.40545
2,100,0.01,0.7,0.6,5,0.0,5,0.70735,0.70536,0.42753
2,200,0.05,0.7,0.7,10,0.5,10,0.47172,0.70536,0.35828
2,200,0.1,0.7,0.8,20,1.0,5,0.41239,0.70536,0.33602
2,100,0.01,0.8,0.6,5,1.0,5,0.70988,0.70537,0.42427
3,200,0.1,0.7,0.6,5,1.0,10,0.30195,0.70537,0.3914
3,300,0.05,0.7,0.6,20,0.0,5,0.3536,0.70537,0.39267
2,100,0.1,0.7,0.8,20,0.5,10,0.48007,0.70542,0.32766
2,100,0.01,0.7,0.7,20,0.5,10,0.71943,0.70544,0.42773
3,200,0.05,0.7,0.7,10,0.5,1,0.35143,0.70544,0.41388
2,300,0.1,0.8,0.8,20,1.0,1,0.35247,0.70546,0.37411
3,200,0.05,0.8,0.6,10,0.5,5,0.36908,0.70546,0.4156
2,100,0.01,0.8,0.6,10,1.0,5,0.7099,0.70547,0.42222
2,200,0.01,0.7,0.6,10,0.5,5,0.61594,0.7055,0.41921
3,300,0.05,0.6,0.7,20,0.5,1,0.35959,0.7055,0.37954
2,300,0.1,0.6,0.6,5,1.0,10,0.37121,0.70551,0.34039
3,300,0.1,0.6,0.8,5,0.0,10,0.20493,0.70551,0.35845
2,100,0.01,0.8,0.6,10,0.5,5,0.70779,0.70552,0.41865
2,100,0.01,0.8,0.6,10,1.0,1,0.69961,0.70552,0.41235
3,200,0.1,0.6,0.8,10,0.0,1,0.24577,0.70552,0.41409
2,100,0.05,0.6,0.7,5,0.5,5,0.5197,0.70553,0.3808
2,100,0.05,0.8,0.7,5,1.0,1,0.50769,0.70553,0.4033
2,300,0.1,0.7,0.6,20,1.0,1,0.36076,0.70554,0.36031
2,300,0.1,0.7,0.8,20,0.5,1,0.34995,0.70554,0.33565
3,300,0.1,0.8,0.8,10,0.0,5,0.19379,0.70555,0.42741
2,300,0.1,0.7,0.6,5,0.0,10,0.34557,0.70558,0.34326
3,100,0.01,0.7,0.6,5,0.5,5,0.67295,0.70559,0.42913
2,200,0.05,0.8,0.6,20,1.0,10,0.48314,0.7056,0.3494
2,200,0.05,0.7,0.8,5,0.5,5,0.45577,0.70564,0.36842
3,200,0.05,0.8,0.8,20,0.5,5,0.38706,0.70564,0.39879
2,200,0.01,0.7,0.6,10,0.0,5,0.61314,0.70565,0.41497
2,200,0.05,0.6,0.8,10,1.0,1,0.45794,0.7057,0.3295
3,200,0.01,0.7,0.6,10,1.0,10,0.58704,0.7057,0.41263
2,100,0.01,0.8,0.6,5,0.5,5,0.708,0.70571,0.42097
2,200,0.05,0.7,0.8,20,0.5,10,0.4821,0.70571,0.37585
2,300,0.05,0.6,0.6,20,1.0,10,0.46107,0.70571,0.2855
3,100,0.1,0.8,0.6,20,1.0,1,0.38438,0.70571,0.32389
3,200,0.05,0.8,0.6,5,0.5,1,0.33285,0.70572,0.41773
2,300,0.1,0.8,0.6,5,1.0,5,0.35002,0.70574,0.30701
3,100,0.01,0.7,0.6,10,0.5,5,0.67429,0.70574,0.42755
3,200,0.01,0.7,0.6,10,0.0,10,0.57722,0.70574,0.42205
2,200,0.1,0.6,0.7,10,0.5,10,0.41203,0.70578,0.28426
3,200,0.1,0.8,0.7,5,0.5,1,0.22947,0.70579,0.44479
2,200,0.05,0.6,0.6,20,0.5,5,0.48211,0.70582,0.31314
2,200,0.1,0.6,0.8,20,1.0,1,0.41204,0.70584,0.36605
2,200,0.1,0.7,0.6,20,1.0,10,0.42955,0.70584,0.30651
2,300,0.05,0.7,0.6,10,0.5,1,0.41302,0.70586,0.34765
3,300,0.05,0.8,0.6,20,0.5,5,0.34601,0.70586,0.37876
2,200,0.05,0.6,0.7,10,0.5,1,0.45515,0.70588,0.29931
3,200,0.01,0.7,0.6,5,1.0,10,0.58412,0.70589,0.41435
2,300,0.1,0.6,0.7,10,0.5,1,0.3334,0.7059,0.33641
2,100,0.01,0.6,0.6,20,1.0,5,0.71477,0.70592,0.42098
2,100,0.1,0.8,0.6,20,0.0,1,0.45327,0.70592,0.29823
3,200,0.05,0.7,0.8,5,0.0,1,0.32477,0.70592,0.38792
3,200,0.05,0.8,0.7,10,0.5,10,0.38117,0.70592,0.38212
3,300,0.05,0.7,0.8,5,1.0,10,0.33143,0.70592,0.38471
2,100,0.1,0.6,0.8,20,0.5,1,0.46915,0.70594,0.3546
2,200,0.1,0.8,0.6,5,1.0,5,0.39543,0.70594,0.29226
2,100,0.01,0.8,0.6,10,0.0,5,0.70639,0.70597,0.42056
3,200,0.1,0.8,0.6,10,0.0,1,0.24514,0.70599,0.38372
3,300,0.1,0.8,0.6,20,0.0,5,0.24175,0.70599,0.38543
2,200,0.05,0.7,0.6,20,1.0,5,0.48352,0.706,0.34549
2,200,0.05,0.8,0.8,5,1.0,10,0.46859,0.70601,0.38201
2,200,0.1,0.6,0.6,5,0.0,10,0.39927,0.70602,0.36571
2,100,0.01,0.7,0.6,5,0.5,5,0.70956,0.70603,0.42985
3,100,0.1,0.7,0.7,5,1.0,10,0.38962,0.70604,0.34707
3,200,0.1,0.6,0.7,5,0.5,1,0.23333,0.70604,0.42936
2,300,0.05,0.7,0.8,20,0.5,1,0.42806,0.70606,0.36271
2,200,0.01,0.7,0.6,20,0.0,10,0.62744,0.70607,0.41606
2,200,0.05,0.6,0.8,10,0.5,1,0.45216,0.70611,0.35044
2,100,0.1,0.8,0.6,5,1.0,5,0.46018,0.70613,0.29268
3,300,0.1,0.7,0.7,5,0.0,10,0.20889,0.70613,0.37513
3,200,0.05,0.8,0.8,20,1.0,10,0.40921,0.70616,0.38026
3,200,0.05,0.8,0.7,10,1.0,1,0.35418,0.70617,0.43156
3,200,0.05,0.7,0.6,10,1.0,10,0.404,0.70619,0.37264
3,300,0.05,0.6,0.8,20,0.5,10,0.38253,0.7062,0.3411
2,100,0.01,0.8,0.6,5,0.0,5,0.70624,0.70623,0.41993
2,200,0.01,0.7,0.6,10,0.0,10,0.62606,0.70623,0.41441
2,200,0.1,0.8,0.6,10,1.0,5,0.39779,0.70623,0.29498
3,200,0.05,0.7,0.6,20,0.0,10,0.41795,0.70623,0.3604
3,300,0.05,0.7,0.8,10,0.5,1,0.2925,0.70623,0.40096
3,200,0.1,0.7,0.6,5,1.0,5,0.27967,0.70625,0.39345
3,300,0.05,0.6,0.8,20,0.0,1,0.34808,0.70625,0.38608
2,300,0.05,0.8,0.6,20,1.0,10,0.44919,0.7063,0.32489
2,100,0.1,0.8,0.7,10,0.0,10,0.46201,0.70632,0.33426
2,100,0.1,0.8,0.7,5,0.0,10,0.45696,0.70638,0.37944
3,200,0.05,0.7,0.8,5,0.0,5,0.34774,0.70638,0.39333
3,300,0.05,0.8,0.7,10,1.0,1,0.30273,0.7064,0.42317
3,100,0.05,0.7,0.7,10,0.5,10,0.46609,0.70641,0.40274
3,300,0.05,0.8,0.7,20,0.5,10,0.35529,0.70644,0.38774
2,100,0.01,0.7,0.6,20,1.0,1,0.70197,0.70645,0.41721
2,200,0.05,0.7,0.6,10,1.0,5,0.46802,0.70649,0.36009
2,100,0.1,0.8,0.6,5,1.0,10,0.46951,0.7065,0.35068
3,100,0.01,0.7,0.6,10,0.0,5,0.67076,0.7065,0.43469
3,100,0.01,0.8,0.6,5,0.0,5,0.66498,0.7065,0.43826
3,300,0.1,0.6,0.8,5,1.0,10,0.24482,0.70653,0.35285
3,200,0.1,0.7,0.6,20,0.0,5,0.31431,0.70655,0.36095
2,100,0.05,0.8,0.7,5,0.0,5,0.51081,0.70657,0.39881
2,300,0.1,0.6,0.7,10,1.0,1,0.34676,0.70659,0.34699
3,300,0.05,0.7,0.7,10,0.0,5,0.31004,0.7066,0.41168
3,100,0.01,0.7,0.6,5,1.0,5,0.67649,0.70664,0.41913
3,100,0.01,0.8,0.6,10,1.0,5,0.67327,0.70664,0.42135
2,100,0.01,0.6,0.7,20,0.0,10,0.71992,0.70665,0.42987
3,300,0.05,0.8,0.8,5,1.0,1,0.28529,0.70665,0.41973
3,300,0.1,0.8,0.6,20,0.5,5,0.25403,0.70669,0.39841
3,100,0.01,0.8,0.6,5,0.5,5,0.66835,0.7067,0.43352
3,100,0.1,0.7,0.8,10,1.0,10,0.38846,0.70671,0.34495
3,300,0.05,0.7,0.8,10,0.0,5,0.29974,0.70671,0.3921
2,300,0.05,0.7,0.8,5,0.0,5,0.40916,0.70672,0.3347
2,300,0.1,0.8,0.6,5,0.0,10,0.34426,0.70672,0.34539
3,200,0.05,0.7,0.7,10,0.0,1,0.34502,0.70674,0.42526
2,200,0.05,0.8,0.8,10,1.0,10,0.47043,0.70676,0.37202
3,200,0.05,0.6,0.8,5,0.5,5,0.36153,0.70679,0.36511
2,100,0.01,0.7,0.6,5,1.0,1,0.70087,0.7068,0.42048
3,200,0.05,0.7,0.7,10,0.0,5,0.36505,0.7068,0.40722
3,300,0.1,0.6,0.7,20,0.0,1,0.26134,0.7068,0.41299
3,200,0.05,0.8,0.6,20,0.0,10,0.40211,0.70681,0.37886
2,200,0.1,0.7,0.8,20,0.5,1,0.39609,0.70684,0.3178
3,200,0.05,0.6,0.8,20,0.0,1,0.39743,0.70684,0.37835
2,200,0.05,0.7,0.7,10,1.0,10,0.47524,0.70686,0.34895
2,200,0.1,0.7,0.7,5,0.0,5,0.37302,0.70686,0.31286
3,300,0.05,0.6,0.7,20,0.0,10,0.37942,0.70686,0.32271
2,200,0.1,0.7,0.8,5,0.0,5,0.37501,0.70687,0.28434
2,200,0.1,0.6,0.6,10,1.0,5,0.41052,0.70692,0.32963
3,200,0.05,0.6,0.7,5,0.5,10,0.38855,0.70695,0.35117
3,300,0.05,0.8,0.6,10,0.0,1,0.28846,0.70695,0.40839
3,200,0.1,0.6,0.8,5,0.0,10,0.26629,0.70702,0.3503
2,100,0.01,0.7,0.6,10,1.0,1,0.70108,0.70704,0.42036
2,200,0.05,0.7,0.6,5,1.0,10,0.47601,0.70704,0.36875
3,300,0.1,0.8,0.8,5,0.5,10,0.21224,0.70704,0.40468
2,200,0.1,0.7,0.6,20,0.5,5,0.41219,0.70705,0.31376
2,300,0.1,0.7,0.6,20,0.5,5,0.36406,0.70705,0.33047
2,200,0.05,0.6,0.7,10,1.0,5,0.46875,0.70708,0.3201
2,100,0.01,0.7,0.7,20,1.0,10,0.72113,0.7071,0.42655
3,300,0.05,0.8,0.8,10,1.0,1,0.29778,0.70711,0.41972
2,200,0.05,0.7,0.7,20,0.5,1,0.46805,0.70712,0.35885
2,200,0.05,0.6,0.6,5,0.0,1,0.44011,0.70718,0.34657
3,100,0.1,0.8,0.7,5,0.5,5,0.34649,0.70718,0.43745
2,300,0.1,0.7,0.7,10,0.5,10,0.35731,0.70719,0.33449
2,100,0.05,0.6,0.8,5,0.0,5,0.51551,0.70722,0.36556
2,200,0.1,0.7,0.6,5,0.5,5,0.39055,0.70722,0.31669
2,100,0.01,0.6,0.6,10,1.0,5,0.71426,0.70724,0.415
3,100,0.01,0.8,0.6,5,1.0,5,0.67184,0.70724,0.42746
3,100,0.01,0.6,0.6,5,0.5,10,0.69597,0.70725,0.4055
2,100,0.05,0.8,0.6,5,0.5,10,0.52717,0.70728,0.3968
2,200,0.05,0.6,0.7,10,0.0,10,0.47185,0.70728,0.30231
3,300,0.05,0.6,0.6,5,0.0,1,0.27547,0.7073,0.4076
2,100,0.01,0.7,0.6,5,1.0,5,0.71153,0.70734,0.42932
2,200,0.1,0.8,0.7,10,0.5,1,0.37252,0.70734,0.34954
3,200,0.1,0.7,0.7,5,0.5,1,0.23264,0.70734,0.39768
2,100,0.01,0.6,0.6,10,0.0,10,0.72104,0.70735,0.41612
2,200,0.05,0.6,0.7,20,1.0,1,0.47684,0.70735,0.32949
3,100,0.1,0.8,0.8,5,0.0,1,0.31588,0.70736,0.38999
3,300,0.05,0.8,0.7,5,0.5,5,0.29724,0.70736,0.4099
3,300,0.1,0.6,0.7,10,0.5,10,0.25072,0.70737,0.35932
3,200,0.05,0.8,0.6,10,1.0,5,0.37548,0.70739,0.40862
3,200,0.1,0.8,0.6,10,0.0,5,0.26603,0.70739,0.43414
2,200,0.1,0.8,0.6,5,0.0,10,0.39356,0.70742,0.34156
3,200,0.1,0.8,0.6,20,0.5,1,0.29692,0.70742,0.36528
2,200,0.01,0.7,0.6,20,0.5,5,0.61786,0.70743,0.41232
2,100,0.01,0.8,0.6,20,0.5,1,0.6986,0.70744,0.4065
3,200,0.1,0.7,0.6,5,0.5,1,0.23437,0.70744,0.4036
3,200,0.1,0.8,0.7,10,0.0,5,0.25562,0.70744,0.38431
2,100,0.1,0.8,0.7,20,0.0,10,0.47007,0.70747,0.32861
2,100,0.05,0.7,0.8,5,0.0,10,0.52187,0.70748,0.39764
2,100,0.1,0.6,0.8,10,0.0,1,0.44888,0.70749,0.31667
2,100,0.1,0.8,0.8,5,0.0,1,0.43576,0.70752,0.34559
3,100,0.1,0.8,0.8,5,1.0,1,0.33944,0.70763,0.46756
3,300,0.1,0.7,0.8,5,0.0,5,0.17603,0.70763,0.37758
2,200,0.1,0.7,0.6,5,0.5,10,0.40396,0.70764,0.30356
3,100,0.05,0.6,0.8,5,0.5,10,0.46608,0.70765,0.39369
3,200,0.1,0.7,0.8,5,0.5,10,0.27459,0.70765,0.36405
3,100,0.05,0.7,0.6,5,1.0,5,0.45098,0.70766,0.40968
3,200,0.1,0.7,0.8,5,1.0,1,0.24532,0.70767,0.33597
2,100,0.1,0.8,0.6,5,0.5,1,0.44279,0.70768,0.31496
3,300,0.05,0.8,0.7,10,0.0,5,0.30309,0.70768,0.4032
3,300,0.05,0.7,0.6,20,0.0,1,0.34028,0.70769,0.36976
2,100,0.1,0.8,0.6,5,0.5,10,0.46594,0.7077,0.34361
2,100,0.1,0.8,0.7,20,0.5,5,0.46422,0.7077,0.31655
2,100,0.01,0.7,0.8,10,1.0,10,0.72093,0.70771,0.42895
2,100,0.1,0.8,0.6,10,1.0,5,0.4599,0.70772,0.28748
3,100,0.01,0.6,0.6,5,0.0,5,0.67426,0.70772,0.42035
3,100,0.01,0.8,0.6,10,0.5,5,0.66986,0.70773,0.4212
2,300,0.1,0.7,0.8,10,0.5,1,0.32506,0.70774,0.34262
3,100,0.01,0.7,0.7,5,1.0,10,0.69045,0.70774,0.41764
2,100,0.1,0.8,0.6,5,1.0,1,0.44649,0.70775,0.31734
3,100,0.1,0.7,0.7,5,0.0,10,0.37195,0.70778,0.35442
3,300,0.1,0.6,0.8,20,1.0,1,0.2728,0.70778,0.39627
2,100,0.01,0.8,0.7,20,1.0,10,0.71881,0.70784,0.4282
3,300,0.1,0.7,0.6,20,0.0,5,0.25377,0.70785,0.38711
2,100,0.01,0.7,0.7,20,0.0,10,0.71789,0.70786,0.42478
2,200,0.1,0.7,0.6,20,0.0,10,0.41579,0.70787,0.31055
3,100,0.1,0.8,0.7,20,0.5,10,0.40444,0.70787,0.37429
2,200,0.1,0.7,0.6,10,0.5,10,0.40957,0.70788,0.29991
3,200,0.1,0.8,0.7,20,1.0,5,0.31455,0.70788,0.38471
3,200,0.05,0.8,0.8,10,1.0,10,0.38562,0.70789,0.37134
3,200,0.1,0.7,0.8,10,0.5,10,0.29058,0.70794,0.3507
3,200,0.05,0.8,0.6,10,0.0,10,0.37897,0.70795,0.40567
2,200,0.05,0.8,0.8,10,0.5,10,0.46458,0.70797,0.38054
2,200,0.01,0.7,0.6,20,0.0,5,0.61508,0.70799,0.41083
3,200,0.05,0.8,0.7,20,0.5,10,0.40256,0.70799,0.38525
3,300,0.1,0.7,0.8,20,1.0,5,0.27073,0.70801,0.39786
2,200,0.05,0.7,0.8,20,0.5,5,0.47531,0.70802,0.36502
3,100,0.01,0.7,0.6,20,1.0,5,0.68288,0.70803,0.42289
2,300,0.1,0.7,0.7,20,0.0,5,0.35376,0.70806,0.35775
2,100,0.01,0.6,0.7,10,1.0,10,0.72303,0.70809,0.41791
3,200,0.1,0.7,0.7,20,1.0,10,0.33792,0.7081,0.4193
2,300,0.05,0.7,0.8,20,1.0,5,0.44347,0.70811,0.3424
2,200,0.1,0.6,0.6,5,0.5,10,0.40734,0.70814,0.3566
2,100,0.01,0.6,0.6,10,0.5,5,0.71214,0.70816,0.40951
2,100,0.01,0.7,0.6,10,0.5,1,0.69845,0.70816,0.41528
2,300,0.05,0.6,0.7,20,0.5,5,0.44522,0.70818,0.29842
2,100,0.05,0.6,0.7,5,1.0,5,0.52343,0.70819,0.38604
2,200,0.01,0.7,0.6,5,0.0,5,0.61272,0.7082,0.41631
2,200,0.1,0.7,0.6,5,1.0,5,0.39864,0.7082,0.30673
3,100,0.1,0.8,0.7,5,0.0,1,0.32103,0.70824,0.43052
3,100,0.1,0.7,0.8,20,0.5,10,0.41461,0.70825,0.38872
2,200,0.01,0.7,0.6,5,0.5,5,0.61562,0.70829,0.41894
2,100,0.01,0.6,0.6,5,1.0,5,0.71431,0.70831,0.41952
2,200,0.05,0.7,0.6,20,1.0,1,0.4762,0.70832,0.3703
2,200,0.01,0.7,0.6,5,0.5,10,0.62818,0.70833,0.42004
3,200,0.05,0.8,0.6,20,1.0,10,0.41676,0.70833,0.37469
2,100,0.1,0.8,0.7,20,1.0,5,0.4678,0.70834,0.32161
2,200,0.1,0.7,0.7,20,1.0,10,0.42547,0.70834,0.31253
3,100,0.01,0.6,0.6,5,1.0,1,0.659,0.70836,0.43597
2,200,0.1,0.6,0.7,20,0.0,5,0.41545,0.70839,0.26505
2,100,0.01,0.6,0.8,20,1.0,10,0.72299,0.70845,0.43236
3,300,0.05,0.8,0.6,20,0.0,5,0.34143,0.70846,0.38553
3,300,0.1,0.8,0.6,10,1.0,10,0.25312,0.70846,0.38858
3,100,0.01,0.6,0.6,5,0.0,10,0.693,0.70847,0.40568
2,300,0.1,0.7,0.7,20,1.0,10,0.38084,0.70849,0.3287
2,300,0.1,0.8,0.8,10,0.0,1,0.31503,0.70853,0.32895
2,100,0.01,0.8,0.7,20,0.5,10,0.71738,0.70855,0.42397
3,300,0.1,0.7,0.6,10,0.0,10,0.22116,0.70855,0.32383
3,300,0.05,0.8,0.7,5,0.5,10,0.31799,0.70857,0.41287
3,300,0.1,0.8,0.7,5,0.0,5,0.17677,0.70857,0.41958
3,200,0.1,0.6,0.7,20,0.0,1,0.31624,0.70858,0.40534
2,300,0.1,0.8,0.6,10,1.0,10,0.36888,0.70859,0.33259
3,200,0.05,0.7,0.7,5,0.5,1,0.32956,0.70859,0.41897
3,300,0.05,0.6,0.8,10,0.5,1,0.30332,0.70859,0.37818
3,200,0.1,0.8,0.7,10,0.0,1,0.24088,0.7086,0.3624
3,100,0.01,0.6,0.6,10,1.0,5,0.68426,0.70861,0.42027
3,300,0.1,0.6,0.6,10,1.0,5,0.25297,0.70863,0.38845
2,200,0.05,0.6,0.6,20,0.0,1,0.47155,0.70865,0.34681
3,100,0.01,0.8,0.6,20,1.0,5,0.67767,0.70865,0.42581
2,200,0.01,0.7,0.6,10,1.0,5,0.61945,0.70866,0.41212
2,200,0.1,0.7,0.6,20,0.5,1,0.40246,0.70866,0.34181
3,300,0.1,0.8,0.6,10,0.5,10,0.23382,0.70868,0.39327
2,200,0.01,0.6,0.6,20,1.0,10,0.63559,0.7087,0.42177
2,200,0.01,0.7,0.6,5,1.0,1,0.60631,0.70873,0.41687
3,100,0.1,0.7,0.6,5,0.0,1,0.32562,0.70873,0.41647
2,200,0.05,0.6,0.7,10,1.0,10,0.48313,0.70875,0.32846
3,200,0.01,0.6,0.6,10,1.0,10,0.59827,0.70875,0.40917
2,100,0.05,0.6,0.7,10,0.0,5,0.52085,0.70877,0.34941
2,100,0.1,0.7,0.6,10,1.0,10,0.47558,0.7088,0.32621
3,300,0.05,0.8,0.7,20,0.0,5,0.33449,0.70881,0.41278
3,200,0.1,0.7,0.8,20,0.5,1,0.30165,0.70882,0.37028
2,200,0.05,0.6,0.7,20,0.0,5,0.47695,0.70883,0.3003
2,100,0.1,0.6,0.6,5,0.5,5,0.46679,0.70884,0.36155
3,200,0.05,0.8,0.7,20,0.0,5,0.38501,0.70884,0.40646
2,200,0.05,0.6,0.6,20,1.0,1,0.47719,0.70885,0.33046
3,200,0.05,0.7,0.8,5,1.0,5,0.36361,0.70885,0.39091
2,200,0.1,0.8,0.6,10,1.0,10,0.41296,0.70886,0.32621
3,300,0.05,0.7,0.8,10,0.0,1,0.28703,0.70887,0.40673
2,100,0.1,0.7,0.7,10,0.0,10,0.46777,0.70889,0.32739
2,100,0.01,0.7,0.8,20,0.5,10,0.7196,0.70891,0.42871
2,100,0.05,0.8,0.7,20,1.0,1,0.51696,0.70892,0.39349
2,200,0.05,0.7,0.7,5,0.5,1,0.44724,0.70892,0.37634
3,100,0.1,0.7,0.8,10,0.0,10,0.37881,0.70893,0.33968
3,100,0.1,0.7,0.6,5,1.0,5,0.37169,0.70894,0.37093
3,100,0.01,0.6,0.6,5,0.0,1,0.64844,0.70896,0.44334
3,100,0.01,0.6,0.6,20,1.0,5,0.68915,0.70896,0.41969
3,200,0.05,0.7,0.8,5,0.5,10,0.37089,0.70896,0.37028
3,200,0.1,0.6,0.8,20,0.0,1,0.31695,0.70897,0.46653
3,300,0.05,0.8,0.8,5,0.5,5,0.29622,0.70897,0.41322
2,100,0.05,0.8,0.8,20,0.5,5,0.51864,0.709,0.40101
2,300,0.1,0.7,0.6,10,0.0,5,0.33155,0.709,0.34273
3,300,0.05,0.6,0.6,5,0.0,10,0.32737,0.709,0.34888
3,300,0.05,0.7,0.7,20,0.5,1,0.34331,0.709,0.38001
3,300,0.1,0.8,0.7,10,0.5,10,0.23024,0.709,0.37222
3,100,0.05,0.8,0.7,5,1.0,5,0.44041,0.70906,0.42206
2,300,0.05,0.7,0.8,20,1.0,1,0.43363,0.70908,0.36
3,100,0.01,0.7,0.6,10,1.0,1,0.6576,0.70908,0.44254
2,300,0.1,0.7,0.7,10,0.5,1,0.3272,0.70909,0.36768
3,100,0.01,0.6,0.6,5,0.5,5,0.67844,0.7091,0.41722
3,200,0.05,0.7,0.8,20,0.5,5,0.40028,0.7091,0.37605
3,300,0.05,0.6,0.6,10,0.5,10,0.35104,0.70911,0.33585
3,200,0.01,0.7,0.6,5,0.5,10,0.57946,0.70917,0.41294
3,300,0.1,0.7,0.7,20,1.0,10,0.28613,0.70918,0.42025
3,300,0.1,0.8,0.6,5,1.0,1,0.20186,0.70919,0.40195
2,100,0.01,0.8,0.7,20,0.0,10,0.71565,0.70923,0.42329
3,100,0.05,0.7,0.6,5,0.5,10,0.4629,0.70924,0.41479
2,100,0.1,0.6,0.8,20,0.0,1,0.46628,0.70927,0.35528
2,100,0.01,0.7,0.7,10,1.0,10,0.72105,0.70928,0.42114
2,100,0.01,0.8,0.8,20,1.0,10,0.71893,0.70928,0.43184
3,200,0.05,0.6,0.8,20,1.0,10,0.44076,0.70928,0.33157
3,300,0.1,0.8,0.6,5,0.5,1,0.17343,0.70929,0.41651
2,200,0.01,0.7,0.6,10,1.0,1,0.60689,0.70931,0.41323
2,300,0.1,0.6,0.6,10,0.5,1,0.33917,0.70931,0.38971
3,300,0.1,0.6,0.8,20,0.0,1,0.25722,0.70932,0.48554
2,200,0.1,0.6,0.7,10,0.0,10,0.40216,0.70933,0.25956
3,100,0.01,0.6,0.6,5,0.5,1,0.65365,0.70933,0.43401
