n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,val_rmse,val_acc
300,6,0.05,0.85,1.0,5,0.1,0.6161235686063534,0.561275180993698
300,6,0.1,0.7,0.7,5,0.0,0.6161489516394979,0.5641578957394016
300,4,0.05,0.7,1.0,5,1.0,0.6162290506830754,0.5732625366912779
300,4,0.05,1.0,0.85,1,1.0,0.6164492256425645,0.5674102340845073
500,4,0.05,0.85,1.0,3,1.0,0.6164625742918066,0.5562760315727269
500,6,0.1,0.7,0.7,5,0.0,0.6166057158332465,0.5636172201913369
500,4,0.05,0.85,1.0,3,0.1,0.6166177370287788,0.5565112720546559
300,5,0.1,1.0,0.85,1,1.0,0.6166281523667988,0.5872292923852985
500,5,0.1,1.0,0.85,1,1.0,0.6166281523667988,0.5872292923852985
300,5,0.05,0.85,1.0,3,1.0,0.6166420421155044,0.5594611177579031
300,4,0.1,1.0,1.0,5,0.0,0.6166968055912098,0.5682939636303989
300,5,0.05,0.7,0.85,1,1.0,0.6170284835409834,0.575727602286371
300,4,0.1,0.85,0.7,5,0.0,0.6171406004219607,0.5209177634664661
300,4,0.05,0.85,0.7,5,0.0,0.6172157650783372,0.5874682742347869
500,6,0.05,0.85,1.0,5,0.1,0.6173828943311729,0.559024744485803
500,5,0.05,0.85,0.7,5,1.0,0.6173996658949346,0.5782078718254874
500,6,0.05,0.7,0.7,1,1.0,0.6175374703330326,0.5203361199089497
500,4,0.1,0.85,0.85,5,0.1,0.6175790195179255,0.6091125649316584
300,4,0.05,1.0,0.85,3,0.0,0.6176858944005575,0.5550721853278112
300,4,0.05,0.7,1.0,1,0.1,0.6177464888126696,0.5715536976547433
300,6,0.05,0.7,0.7,5,1.0,0.6178985973248066,0.5502334783269779
300,5,0.05,0.7,0.85,1,0.0,0.6179742376030246,0.541110236267104
300,5,0.1,1.0,0.85,3,1.0,0.618035715819886,0.5595165236486614
500,5,0.1,1.0,0.85,3,1.0,0.618035715819886,0.5595165236486614
300,4,0.1,0.7,0.7,3,1.0,0.6180462483535448,0.5831280335346068
300,5,0.05,1.0,0.7,1,0.0,0.6181574882272728,0.5548015610817162
500,6,0.05,0.7,0.85,5,1.0,0.6181580553950773,0.5948481694649961
300,4,0.05,1.0,0.7,5,0.0,0.618200318856543,0.5741536881582027
500,5,0.05,0.7,0.85,3,1.0,0.6183162444925024,0.573347115937268
500,5,0.05,0.85,0.85,5,0.1,0.6183597881051097,0.5813283854924992
300,4,0.05,0.7,1.0,5,0.1,0.6184363225198838,0.5370901548718497
300,4,0.05,0.7,1.0,1,1.0,0.6185192857454096,0.5964792463020291
300,6,0.1,0.85,0.85,5,1.0,0.6185293960055308,0.5453598379437431
300,6,0.05,0.85,0.7,5,0.1,0.6185690920945577,0.5258831861844495
300,5,0.1,0.85,1.0,3,0.0,0.6185719137017719,0.5317008275719192
500,4,0.05,1.0,1.0,5,0.0,0.6187410375926043,0.5752721024194916
300,5,0.1,0.7,0.7,3,1.0,0.6188505603713462,0.5862961541624924
300,5,0.05,1.0,0.7,3,0.1,0.6188684439724612,0.5339220539130854
300,6,0.05,0.85,0.85,5,0.1,0.618983043301948,0.5406192581197773
500,5,0.05,1.0,0.7,1,0.1,0.6190961279234657,0.563992606844918
500,5,0.1,0.7,0.85,3,0.0,0.6191100813375424,0.5876492957977888
300,5,0.05,0.85,0.85,1,0.1,0.6191776163408805,0.5313799176622903
300,5,0.1,0.7,0.85,3,0.0,0.619232979928309,0.5881683059292092
500,5,0.1,0.85,0.85,5,1.0,0.6193467876049615,0.5748887739492894
500,4,0.05,0.7,0.7,5,0.1,0.6193756070235609,0.5767672005009833
500,5,0.1,0.85,1.0,3,0.0,0.6193939204706057,0.5304726776784772
500,5,0.1,0.7,0.7,3,1.0,0.6194579846878379,0.5852168236289458
500,6,0.1,0.85,0.85,5,1.0,0.6194858101112544,0.5432395246500747
500,6,0.05,0.85,0.85,5,0.1,0.6196581911225396,0.5385574143714429
500,5,0.05,1.0,0.7,1,0.0,0.61978345327017,0.5538995365905871
300,6,0.1,0.7,0.7,1,1.0,0.6198517420785123,0.5650445565922514
500,4,0.05,1.0,0.7,5,0.0,0.6198933634998999,0.5698130902762891
300,6,0.05,0.7,0.85,1,0.0,0.6198993379732253,0.5405944442825291
300,6,0.05,0.85,1.0,3,0.1,0.6199051657131142,0.5750055172808282
300,6,0.05,0.7,1.0,5,1.0,0.6199665331439387,0.6024977656548594
300,6,0.05,1.0,0.7,5,0.0,0.6200225358244095,0.5779556167670526
500,4,0.1,0.85,0.85,5,1.0,0.6201365899110368,0.6336227103075835
300,5,0.1,1.0,0.7,3,1.0,0.6203844210418877,0.5303421589379245
500,5,0.1,1.0,0.7,3,1.0,0.6203844210418877,0.5303421589379245
300,5,0.05,0.7,1.0,1,1.0,0.6205104390318776,0.5536928664005935
500,4,0.1,0.85,0.7,5,0.0,0.6205228937923283,0.5122377933528273
