max_depth,n_estimators,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,train_rmse,val_rmse,val_acc
2,300,0.05,0.7,0.7,20,0.0,5,0.3880147225209212,0.6437211550623294,0.5452143813480292
2,300,0.05,0.8,0.7,5,0.0,1,0.3457806851580173,0.643726695798039,0.5708891372444537
3,300,0.05,0.8,0.6,10,1.0,10,0.28804106987225947,0.6437510049622253,0.5661813703380263
2,100,0.1,0.6,0.7,10,0.5,5,0.4267791842052735,0.6437890219281635,0.5643387082916467
2,300,0.1,0.6,0.7,20,0.5,1,0.31107799194467395,0.6437894426425759,0.5370250746682221
2,200,0.05,0.7,0.8,5,0.0,10,0.420927360423995,0.6438026385794613,0.5254289080233855
3,100,0.1,0.7,0.8,20,0.0,10,0.354861377442804,0.6438073747157516,0.5427924646309796
2,100,0.05,0.6,0.6,10,1.0,10,0.5084893740253773,0.6438262490125611,0.5486102861104548
2,300,0.05,0.7,0.8,10,0.5,10,0.384600393971832,0.6438281728492602,0.521808589789376
3,300,0.1,0.8,0.7,20,0.0,5,0.17957597576988027,0.6438498343302573,0.5531559387018649
2,200,0.05,0.6,0.8,20,0.5,5,0.43833796991635077,0.6438589882663238,0.5382862053425769
2,300,0.1,0.8,0.8,5,0.5,5,0.27836615725801533,0.6438620590000516,0.5412262566098952
3,300,0.05,0.7,0.6,20,0.5,5,0.2981489739634593,0.6438650875326211,0.5841159245379569
2,300,0.05,0.8,0.7,10,0.5,5,0.3791235940149108,0.6438719668605951,0.5684400950756348
3,200,0.05,0.6,0.8,20,0.0,5,0.3576297881350095,0.6438754067083701,0.5351153256357664
2,200,0.1,0.6,0.6,20,0.5,1,0.3618597138081173,0.6438761857255957,0.5706110341180792
2,300,0.05,0.7,0.7,20,0.5,5,0.39554487574264696,0.6438952073595152,0.5416592144911643
2,200,0.05,0.6,0.7,5,0.5,1,0.40319542762271776,0.6439071286178143,0.5749602696378924
2,200,0.1,0.7,0.6,20,0.5,1,0.3552276320325496,0.643911573755259,0.5303828472382353
3,100,0.05,0.7,0.8,5,0.5,5,0.3970796914154103,0.6439153376372745,0.5636768971215506
3,200,0.05,0.8,0.7,20,1.0,1,0.3358558326202476,0.6439919935615727,0.5724159295572809
3,100,0.05,0.7,0.6,5,0.0,1,0.37745824366989067,0.6439952243157597,0.5503846278585275
2,300,0.05,0.7,0.8,5,1.0,5,0.37459426962948383,0.6440153384959624,0.5219412955978967
2,200,0.05,0.8,0.8,5,0.5,10,0.42628445786517993,0.6440786896370252,0.5504544801418615
3,200,0.05,0.7,0.8,10,1.0,10,0.3415047605486756,0.6440801914676166,0.5573053855890604
2,100,0.05,0.8,0.6,10,1.0,1,0.4874665411292276,0.644083642657421,0.5802948583164167
3,300,0.05,0.6,0.7,5,1.0,1,0.2403571936454972,0.6441551817951743,0.5818878956843337
2,200,0.1,0.7,0.6,10,1.0,10,0.3698714087821582,0.6441848207365324,0.5183220565847397
3,100,0.05,0.6,0.8,10,1.0,1,0.3915803638751496,0.6442069367847812,0.576644570615907
3,300,0.1,0.8,0.7,10,0.5,5,0.1516010306354492,0.6442216599292299,0.5843867747197904
2,200,0.05,0.7,0.7,5,0.0,10,0.4258605034398723,0.6442727181208819,0.5414914721387677
2,100,0.1,0.6,0.8,10,1.0,1,0.4126920856669173,0.6442892621030961,0.5582582212509762
3,100,0.05,0.6,0.6,20,0.0,5,0.4365510422683417,0.6443077280851779,0.5531390081608549
2,200,0.1,0.7,0.6,10,0.5,5,0.35024591393947,0.6443369886634878,0.5267179746097816
3,300,0.05,0.6,0.6,5,1.0,10,0.29324564948820636,0.6443456651930963,0.6002926823583522
2,100,0.05,0.7,0.8,20,1.0,5,0.49751307456746957,0.6443501233566211,0.5481135210028214
3,300,0.1,0.7,0.8,10,0.0,10,0.15246774461589366,0.6443527059788664,0.5649318324362067
2,300,0.05,0.8,0.7,5,0.5,1,0.3568875924878801,0.6443715016035859,0.5738603679746787
2,300,0.05,0.7,0.6,10,0.5,10,0.3957175418616292,0.6443796379633744,0.5407628180766334
3,300,0.05,0.8,0.6,5,0.5,5,0.24471324873169523,0.644405355693319,0.5735583446373967
3,200,0.05,0.6,0.7,10,1.0,1,0.3120506289523135,0.6444560872499981,0.6046475995905128
3,300,0.05,0.8,0.6,10,0.5,1,0.23884365463019913,0.6444669436010219,0.5687040290484551
2,200,0.1,0.7,0.8,10,0.5,1,0.3244485050711264,0.6444722289685153,0.51565161039115
2,200,0.05,0.6,0.7,5,0.0,5,0.4138000475978868,0.6444888443498608,0.5691158087734117
3,200,0.05,0.8,0.8,10,1.0,10,0.33683757350946386,0.6445027942324724,0.5642618016653216
2,300,0.1,0.6,0.7,5,0.0,10,0.2920425533126615,0.6445081012048534,0.5692574113090408
2,300,0.05,0.8,0.6,5,0.0,1,0.3497700450342629,0.6445185778525978,0.5613758129427783
3,300,0.05,0.6,0.7,20,0.0,5,0.30137052213167764,0.6445319521925702,0.5611563463076834
2,200,0.1,0.6,0.6,5,0.0,1,0.3188221596272392,0.644535084858294,0.5488084379591239
3,100,0.05,0.7,0.6,5,0.5,1,0.3840416599491087,0.6445394000995553,0.5696702465296207
2,300,0.05,0.8,0.7,20,0.5,1,0.3789438399150991,0.6445488057456106,0.5782913962717783
2,300,0.05,0.7,0.6,5,1.0,10,0.3988862918136558,0.6445528433374131,0.5424073750421611
2,300,0.05,0.8,0.8,5,0.0,5,0.3626504385103088,0.6445599058382732,0.5607631198800183
3,200,0.05,0.6,0.8,20,0.0,1,0.34447699138179355,0.6445805300298505,0.5292784809328126
2,100,0.1,0.6,0.6,10,0.0,5,0.4335316045067511,0.6445857768952329,0.57365350067026
2,100,0.1,0.7,0.7,10,0.5,10,0.43749794854502133,0.6445872302609882,0.5378428370025865
2,100,0.1,0.8,0.8,10,0.0,5,0.4153722802845859,0.6445895068763766,0.5836375856393717
2,300,0.05,0.8,0.8,20,1.0,1,0.38014159112669194,0.6446160735975609,0.5767936877042877
2,200,0.1,0.8,0.7,5,1.0,1,0.3266044183846097,0.6446214284308585,0.5810207587171686
2,300,0.05,0.7,0.7,20,0.0,1,0.37500732638310275,0.644634521491574,0.5298968707519996
2,100,0.1,0.8,0.8,10,1.0,5,0.42700352940211256,0.6446390267664499,0.542886144448527
2,300,0.1,0.6,0.7,20,0.0,5,0.31043070103663895,0.6446517143243394,0.5218654684020029
2,200,0.05,0.8,0.6,10,0.5,1,0.4121928691982001,0.6446640463083286,0.5757724934954903
2,200,0.1,0.7,0.6,10,0.5,1,0.3322419426799047,0.6446952806324667,0.5801356700600636
2,200,0.1,0.7,0.6,10,0.0,5,0.34108274939624966,0.6447097392749059,0.5374379085885053
3,300,0.05,0.7,0.7,10,0.5,10,0.2770037369255604,0.6447546302220208,0.5764415601605497
3,300,0.05,0.7,0.6,20,0.0,1,0.2760468120438074,0.6447755176320753,0.5632956661206676
2,200,0.05,0.7,0.8,5,1.0,5,0.4184979813811851,0.6447829461746101,0.5275610105180696
2,200,0.05,0.7,0.8,10,0.5,10,0.42996024756599593,0.6447897391336436,0.5236305591203919
2,300,0.1,0.6,0.7,5,0.0,5,0.27526742307658425,0.644837708096574,0.5371859785580183
3,200,0.05,0.8,0.8,10,0.0,5,0.3046566256377632,0.6448405529858626,0.5767482727477997
2,200,0.1,0.8,0.7,20,1.0,5,0.36394110845424743,0.6448449891772151,0.5408003292531639
3,200,0.05,0.8,0.7,10,1.0,1,0.301460708531121,0.6448547551900853,0.5853119409479964
3,100,0.1,0.7,0.7,10,1.0,1,0.29964021115416695,0.6448632535122847,0.5094797386440543
2,100,0.1,0.7,0.6,20,0.5,10,0.44785277950703384,0.644883112177735,0.531631738977986
3,100,0.1,0.8,0.6,10,0.0,1,0.2840038251605425,0.64489028988212,0.5394398408725274
2,200,0.1,0.6,0.8,5,0.0,5,0.3251144251311804,0.6449000242264149,0.5326509132783575
2,300,0.1,0.8,0.7,5,1.0,10,0.30827793196285314,0.6449092505766794,0.5891265542609161
2,300,0.1,0.7,0.7,20,0.5,5,0.3072260321977135,0.6449547722342964,0.5484689071507737
2,200,0.05,0.7,0.8,10,0.5,5,0.41672531136536495,0.6449679265280827,0.5175824711493783
3,100,0.1,0.8,0.7,20,0.0,5,0.3396136105094127,0.6449741313273467,0.529822539942218
2,200,0.05,0.6,0.8,5,0.0,5,0.41101820027417035,0.6450714216940192,0.5322869845472213
2,200,0.05,0.7,0.8,5,1.0,10,0.4331119723746945,0.6450838729832531,0.5329823481537865
2,200,0.1,0.7,0.6,20,0.0,5,0.3598598356684994,0.645092007883231,0.533782751902871
2,300,0.05,0.8,0.6,20,0.5,5,0.393864250550341,0.6451087429924699,0.55099135699407
2,100,0.1,0.8,0.8,20,1.0,10,0.4407063704221585,0.6451236944550407,0.5638375813862607
3,200,0.05,0.6,0.8,5,0.5,5,0.30392434133821994,0.6451302399722634,0.5651349750399609
2,200,0.1,0.7,0.8,20,1.0,10,0.37735605804297057,0.6451383084883578,0.5059459043648207
2,300,0.05,0.6,0.8,5,0.5,10,0.3870872125579609,0.6451418268108682,0.531601737810528
2,100,0.1,0.6,0.7,10,0.0,5,0.42008023930933536,0.6451532618355976,0.543971572657104
3,300,0.05,0.6,0.6,5,1.0,1,0.24862357115536957,0.6451620985799441,0.5760777606115554
3,200,0.05,0.8,0.7,10,1.0,10,0.33985254457387504,0.6451921538300325,0.5617824949920189
2,200,0.1,0.7,0.8,10,0.0,10,0.34752012715493646,0.6452035173146577,0.4893894100818026
3,200,0.05,0.8,0.6,10,0.5,1,0.30058438027302176,0.6452504877555626,0.5716964700975603
2,200,0.05,0.7,0.6,20,0.0,1,0.42492236498079244,0.6452952549254719,0.5334419783830895
2,100,0.1,0.8,0.8,10,0.5,1,0.40925539397784483,0.6453150627060814,0.5728533454273759
2,100,0.05,0.8,0.7,20,1.0,10,0.5091909826784562,0.6453480745067565,0.5625589381427588
2,200,0.1,0.6,0.7,5,0.0,10,0.35149537280526927,0.6453624707832728,0.5592737810713049
2,300,0.05,0.7,0.6,20,0.5,5,0.3957038041657695,0.6453870506256857,0.5360464871340257
2,100,0.1,0.8,0.7,20,0.0,1,0.41586944805621323,0.6453943527973002,0.5673992900635755
2,200,0.05,0.8,0.6,10,0.0,1,0.40889674404964393,0.6453972864240597,0.5647195684993513
2,100,0.05,0.6,0.7,10,1.0,1,0.48573181719484965,0.6454393931258169,0.5583373942109101
2,200,0.05,0.7,0.7,5,1.0,1,0.40958612282571033,0.6454530656142877,0.5457897000238199
2,300,0.05,0.7,0.6,20,1.0,10,0.41287178876893244,0.6454615195718669,0.5377021668487189
2,200,0.1,0.8,0.7,10,0.0,10,0.3447296647564838,0.6454846197154005,0.5749426080451302
2,300,0.05,0.7,0.8,10,0.0,1,0.3491878103993391,0.645485516162659,0.5290453883214299
2,300,0.1,0.8,0.7,10,1.0,1,0.2828267232209994,0.6455024005577795,0.5756955344725723
3,200,0.05,0.6,0.8,5,0.0,10,0.31570940480447357,0.6455026856285291,0.5729601970388223
2,100,0.05,0.6,0.7,10,0.0,1,0.4784396684511777,0.6455727202687888,0.5741494569604052
2,300,0.1,0.7,0.8,20,1.0,10,0.3270406591544481,0.6455817445004719,0.5188442971678394
2,100,0.05,0.6,0.7,10,0.0,5,0.49131600885244153,0.6456103555653137,0.5561890997953627
2,300,0.05,0.6,0.8,5,1.0,1,0.36188704544141265,0.6456513932913021,0.5511505465347043
2,200,0.05,0.8,0.6,10,0.5,10,0.4347475984804487,0.6456565160406529,0.5699992229423714
2,200,0.05,0.8,0.6,10,0.5,5,0.42410278098091414,0.6456593867827862,0.5745921412394991
2,200,0.05,0.7,0.6,10,0.5,5,0.42674484315024924,0.6456706944196479,0.5379093778106356
3,200,0.05,0.7,0.7,5,0.5,5,0.30499064963981803,0.6456738451344802,0.5669355027516592
2,200,0.1,0.6,0.6,20,1.0,10,0.3944868226835384,0.6456831725714337,0.5509828966736701
3,100,0.1,0.8,0.8,10,1.0,1,0.29921438677930917,0.6456897210330858,0.5490679440930051
3,200,0.05,0.8,0.6,5,0.0,5,0.2988386288486807,0.6457016546547274,0.5565300621012317
2,200,0.1,0.8,0.6,20,0.0,10,0.3638276437089097,0.645727194012761,0.5394642101511666
2,300,0.05,0.8,0.8,5,0.0,10,0.3748947934307803,0.6457493707206079,0.5643818463647287
3,300,0.05,0.7,0.8,10,0.0,1,0.22205393969633627,0.6457727474503475,0.5593234654416424
2,300,0.05,0.6,0.8,10,0.5,5,0.37638802087462936,0.6458271526856971,0.5475255279389881
3,100,0.1,0.6,0.6,5,1.0,5,0.32321472084309444,0.64584832634195,0.5896872017554291
2,300,0.05,0.8,0.6,10,0.5,5,0.37798489591070566,0.6458648349798495,0.5786796398205791
3,200,0.05,0.7,0.8,10,1.0,5,0.3196823380796342,0.6459003882046283,0.554658148621182
2,200,0.1,0.7,0.6,5,0.5,5,0.34308325979525767,0.6459284033234323,0.5389038008476663
2,100,0.1,0.6,0.6,10,0.5,5,0.4332894739116746,0.6459356254534537,0.557767054321171
2,300,0.05,0.6,0.8,20,1.0,10,0.41031533013193444,0.6459371363844745,0.5377660990886987
2,100,0.1,0.7,0.7,10,1.0,5,0.427146610514422,0.6459607594225327,0.5343735632578196
2,200,0.05,0.7,0.8,10,0.0,1,0.39936783831935563,0.646020813067547,0.5327009250980814
3,100,0.1,0.8,0.8,5,0.5,1,0.27420634812505207,0.6460535241941406,0.5621166776288848
2,200,0.1,0.7,0.8,5,0.5,5,0.33266054606560297,0.6460749712468327,0.5309287750001854
3,300,0.05,0.8,0.6,20,0.5,1,0.28157607457754186,0.6460877706705982,0.562032953662657
3,200,0.05,0.7,0.7,10,0.0,10,0.33150937664651886,0.6461222577975867,0.582475636183065
2,100,0.1,0.8,0.8,5,1.0,5,0.4208972481745498,0.6461374557783054,0.5380889040184338
2,100,0.1,0.7,0.6,5,0.0,10,0.4339689778316955,0.6461912081846805,0.5455901024454751
2,100,0.1,0.7,0.6,10,1.0,10,0.442871603521976,0.6461949221831813,0.5358254382575756
3,200,0.1,0.7,0.7,5,1.0,10,0.23958324552421878,0.646272938892037,0.5922820235229135
2,300,0.1,0.7,0.6,20,0.0,5,0.30209672717614233,0.6462919328381963,0.5509674023932577
2,100,0.1,0.8,0.8,20,0.0,5,0.4270054043149777,0.6463410190374014,0.5654047843607809
2,100,0.1,0.6,0.8,5,0.5,5,0.4218479319363796,0.6463436829765081,0.5186892353643686
2,200,0.1,0.6,0.7,10,0.0,5,0.33721853947023694,0.6463597643244026,0.5418346515494831
3,300,0.05,0.8,0.7,20,1.0,1,0.2820734175311875,0.6463656267290396,0.5801807146166129
2,200,0.05,0.6,0.8,20,0.5,10,0.44881754039128785,0.6463801877678415,0.5279400757553384
3,200,0.05,0.8,0.8,5,0.5,5,0.29805385596488393,0.6463805015350339,0.5473474176343263
2,200,0.1,0.8,0.8,5,0.5,1,0.31034611873991064,0.6463927143629141,0.5797653365999547
2,200,0.05,0.8,0.8,5,0.5,5,0.4126124416229795,0.6464341289458112,0.557784438191121
2,100,0.1,0.7,0.7,5,0.0,10,0.42525077282197205,0.6464598516117323,0.5030154643461894
3,200,0.05,0.7,0.6,20,0.0,1,0.3395177863844462,0.6464606443966159,0.5299417649509041
2,200,0.05,0.8,0.8,20,0.0,1,0.4117702817560032,0.6464941639686655,0.5657076896985204
3,300,0.05,0.8,0.8,10,1.0,10,0.27928586036287406,0.6465005869150318,0.5694167259723484
3,100,0.05,0.6,0.8,10,0.0,5,0.40212695726777437,0.6465095652143502,0.571131036393976
2,200,0.1,0.7,0.6,5,0.5,10,0.3590193638486735,0.6465122127629412,0.521363625338816
2,300,0.1,0.8,0.7,20,1.0,5,0.31793250830556374,0.6465165357364211,0.5588377500468468
2,200,0.1,0.7,0.8,10,1.0,10,0.3630958588356279,0.6465255277740425,0.4925713006034567
2,200,0.1,0.7,0.8,10,1.0,1,0.3335338140374284,0.6465489565332407,0.5233918374475928
3,200,0.05,0.8,0.7,10,0.0,1,0.29054475070412844,0.6465527878964963,0.5932746105142672
3,200,0.1,0.8,0.8,5,0.0,10,0.2059790863666034,0.64656254180895,0.5583970928058032
2,300,0.1,0.8,0.6,10,0.0,10,0.29347904656379026,0.6465810839405475,0.5595928525918785
2,300,0.05,0.6,0.8,20,0.5,10,0.40505731575671955,0.6465937519399434,0.5362259876438608
2,100,0.1,0.6,0.6,5,0.0,5,0.4257398798072954,0.6465938087175962,0.5561376833406185
2,300,0.05,0.7,0.8,20,1.0,10,0.4054026833135481,0.6466191124831948,0.5395919282589602
3,300,0.05,0.7,0.7,5,0.5,10,0.2642627650776567,0.6466277623833869,0.5810852225074701
2,200,0.1,0.8,0.6,5,1.0,1,0.3299030825653448,0.6466396926177101,0.5679253757252707
2,200,0.1,0.6,0.6,20,1.0,5,0.37908799506156604,0.6466398743426409,0.561102243918687
2,100,0.05,0.7,0.8,20,0.5,5,0.4947153067385368,0.6466672149915529,0.5378419451338158
3,200,0.1,0.8,0.6,5,0.5,1,0.181456157922572,0.6466680348205511,0.4934353788944872
2,100,0.1,0.8,0.7,10,0.0,1,0.4080071760726621,0.6466811899054107,0.5705888240744832
2,100,0.1,0.8,0.8,10,1.0,1,0.4126232548846482,0.646685012932665,0.5517725362828527
2,200,0.05,0.6,0.8,20,0.0,10,0.44300703293258525,0.6466872302176093,0.5104796953689339
2,200,0.05,0.7,0.6,5,0.0,1,0.40289327513819934,0.6466942260159675,0.5423933924668898
3,100,0.1,0.6,0.6,10,0.5,10,0.3501925656966093,0.6467004157848881,0.567987037066741
2,200,0.05,0.6,0.7,10,0.5,1,0.4094688875945824,0.6467071185951976,0.5694245015263013
2,300,0.05,0.7,0.6,10,0.0,5,0.37262087667425464,0.6467298042416446,0.5534112772486758
3,300,0.05,0.6,0.8,5,0.5,10,0.26563636144976727,0.6467677364912938,0.5845245744459301
2,300,0.05,0.8,0.8,20,0.0,1,0.3693533808514877,0.6468300671707601,0.5804330351054778
3,300,0.05,0.7,0.7,10,0.0,10,0.26866319484188117,0.6468327324153619,0.5962753757262722
2,200,0.1,0.8,0.7,5,0.5,1,0.3159374707325696,0.6468352579098409,0.5794090763419493
2,300,0.05,0.7,0.6,10,1.0,1,0.37362510489838174,0.646842030995848,0.5547754373824639
3,300,0.05,0.8,0.7,10,1.0,1,0.2443817322419374,0.6468436702603519,0.6007570228718273
3,200,0.05,0.8,0.7,5,0.0,5,0.2914617795219664,0.6468719906883992,0.6004264556069829
2,200,0.1,0.8,0.6,5,0.0,5,0.32777499244488817,0.6468934762404581,0.5571451743197335
2,200,0.05,0.8,0.6,5,1.0,5,0.425756448305314,0.6469294874699111,0.5680652160242565
2,100,0.1,0.8,0.7,10,0.5,1,0.41202570053180043,0.6469680549111473,0.5518559099769208
2,200,0.1,0.8,0.6,10,0.5,10,0.3546054498090394,0.6469711879396612,0.5641089893992126
2,100,0.1,0.8,0.6,5,1.0,1,0.41270561508478126,0.6469800752022367,0.5403806890373757
2,100,0.1,0.7,0.8,10,0.0,1,0.39964873574029136,0.6469869122436583,0.5218984915524024
2,300,0.1,0.7,0.8,20,0.0,5,0.2949503231371702,0.6469870954500422,0.5438628222921879
3,300,0.05,0.8,0.7,5,0.0,5,0.22965436324694818,0.647002437155648,0.6018700429402323
3,300,0.05,0.7,0.7,5,0.0,5,0.23082670148651022,0.6470067055527774,0.6002890667910065
2,300,0.1,0.8,0.8,5,1.0,10,0.3068096852090942,0.6470151654157151,0.5498214117529312
3,100,0.1,0.8,0.7,10,0.0,5,0.3017097430765149,0.6470357309469664,0.5447786135518539
3,200,0.05,0.7,0.7,5,1.0,1,0.2934866971988283,0.6470539343388978,0.5897637184018693
2,300,0.1,0.8,0.8,10,0.0,10,0.2875992192190925,0.6470620937172457,0.5757240583488097
3,200,0.05,0.7,0.8,10,1.0,1,0.3047524247926627,0.6470850982459782,0.5630055165892607
2,300,0.1,0.7,0.7,10,0.5,10,0.3032170212785483,0.6470878694945168,0.5464513829058909
2,300,0.05,0.6,0.7,5,1.0,10,0.39947755019623526,0.647132037235193,0.5423147625788838
3,200,0.1,0.7,0.8,10,0.5,10,0.23068766012243913,0.6471333723029595,0.5653085876634629
2,300,0.1,0.8,0.6,20,0.5,10,0.3198343199782565,0.6471638961707822,0.5566592124575584
3,200,0.05,0.6,0.6,20,0.5,1,0.35230477951772005,0.6471820492964659,0.5534768962666812
2,300,0.1,0.7,0.8,10,1.0,1,0.2792216645372604,0.6471944533346227,0.5373879797637393
2,200,0.05,0.8,0.6,20,0.5,5,0.4355865829712165,0.6471999869807357,0.5548508577546598
2,300,0.1,0.7,0.8,5,0.5,10,0.2948245965830539,0.6472658598439857,0.523644052791766
3,300,0.05,0.7,0.7,5,0.5,5,0.24376005208226317,0.6472871266869515,0.5816898238491436
2,200,0.05,0.7,0.8,20,1.0,1,0.42303646692677344,0.6472947238044189,0.5290967780132053
3,300,0.1,0.8,0.6,20,0.5,1,0.18232262612586142,0.6472990392563002,0.54777266155461
2,200,0.05,0.6,0.8,20,1.0,10,0.4525776243792403,0.6473163602969457,0.5283051524156067
3,200,0.05,0.6,0.7,5,0.0,1,0.2762183161751647,0.6473276121389789,0.5953342163317318
2,200,0.1,0.6,0.8,10,0.5,10,0.35831024678334633,0.6473289128688606,0.513238253704722
3,300,0.05,0.6,0.8,10,0.5,5,0.2587853861973124,0.6473310376119237,0.5558596970363453
3,300,0.05,0.6,0.7,20,0.5,5,0.3094975120030138,0.6473813678227622,0.5396597091802818
2,300,0.1,0.8,0.6,20,0.5,5,0.31392415426950926,0.6473816099239552,0.5677053650357622
2,200,0.1,0.8,0.6,5,0.5,5,0.3393080340606264,0.6473876467992011,0.5582468948506895
2,300,0.1,0.8,0.7,20,0.0,10,0.3104983731938575,0.6474031924202183,0.5517462100576809
2,100,0.1,0.7,0.6,5,0.0,5,0.4217089651026635,0.6474136510572334,0.5580988094211347
3,100,0.05,0.8,0.8,5,0.5,1,0.3693570288441369,0.6474236455920693,0.5660940957475435
2,100,0.1,0.7,0.6,20,1.0,10,0.4535215354752011,0.647429930272724,0.5377584490730652
2,200,0.05,0.7,0.6,10,1.0,1,0.41960450156788515,0.6474315589336275,0.5413600092365185
2,100,0.1,0.7,0.8,5,1.0,5,0.419583507749215,0.6474952940381713,0.5330786926059904
3,200,0.05,0.7,0.6,5,0.0,10,0.32504346798772443,0.6475317790149484,0.5766531077931343
2,100,0.05,0.6,0.7,10,0.5,10,0.5031272254211464,0.6475362901209142,0.5724513565415345
2,200,0.1,0.8,0.7,20,0.5,1,0.3479342753200505,0.6475560169424177,0.5726093346348686
3,300,0.05,0.6,0.7,20,0.5,1,0.29775663966438876,0.6475686804908027,0.5503592781968739
3,300,0.05,0.7,0.7,10,0.5,5,0.25706433667883677,0.6475905443647938,0.5881766239363952
2,100,0.1,0.8,0.7,10,1.0,1,0.4174086327893912,0.6475922392266158,0.5506449053966637
3,300,0.05,0.7,0.7,5,1.0,1,0.23596312339109393,0.6476183850052221,0.5986107416526243
3,300,0.05,0.8,0.6,5,0.5,10,0.2649166604115419,0.6476431770797688,0.5781489069192416
2,300,0.05,0.8,0.6,20,1.0,5,0.3997640501305642,0.6476441099882362,0.5476678624386572
2,200,0.05,0.6,0.7,20,0.0,1,0.4238385641033189,0.6476656971480771,0.5377485085652483
3,300,0.05,0.8,0.8,10,0.5,5,0.2500490161907137,0.6476846465840654,0.5624589550924365
2,100,0.1,0.7,0.6,5,1.0,10,0.4418388802272012,0.6477105583394306,0.5471955794258163
3,300,0.1,0.7,0.8,10,0.5,5,0.14865920176934583,0.6477258540437278,0.606021732916177
2,100,0.1,0.8,0.8,10,0.5,10,0.43076697851864515,0.6477365249631278,0.5540056931855096
2,300,0.1,0.7,0.7,20,1.0,5,0.3183879675439802,0.6477377371433111,0.5189442295171157
2,200,0.1,0.7,0.6,20,0.0,1,0.34586289459344194,0.6477411982162196,0.5403783801560511
2,300,0.1,0.7,0.7,5,0.5,10,0.29934981415799106,0.6477531540469971,0.5196745474359304
2,200,0.1,0.8,0.6,20,1.0,5,0.36796723225816796,0.6477705982772891,0.5391474741277422
3,300,0.05,0.6,0.7,5,1.0,10,0.2831623485322804,0.6477773304465602,0.5806721579716889
3,200,0.1,0.7,0.7,5,0.5,1,0.17610341583692182,0.64777881315622,0.5281505479717324
3,100,0.05,0.6,0.7,5,1.0,1,0.3897788732102104,0.647779954652448,0.5918749636497637
3,200,0.05,0.8,0.7,20,1.0,5,0.35239450521214194,0.6477918348438657,0.5605169909604659
2,200,0.05,0.6,0.8,20,0.0,1,0.4253343886042136,0.647794123958636,0.5086099437832813
3,200,0.05,0.8,0.8,20,1.0,1,0.3309343862293293,0.6478034047811184,0.5495332739870379
2,300,0.1,0.8,0.6,5,0.0,5,0.2733731246063405,0.6478170996009168,0.5624602957187121
3,200,0.05,0.6,0.6,10,0.5,1,0.30824037386768727,0.6478323814808233,0.5654498147777747
3,100,0.05,0.6,0.6,5,1.0,1,0.3927210572180314,0.6478326503364821,0.5687691960992157
2,200,0.1,0.8,0.7,10,0.5,10,0.35467499530370694,0.6478771296731461,0.5683084658924753
3,200,0.05,0.8,0.6,10,0.0,10,0.3281638017122,0.6478777888158934,0.5506121395637972
3,200,0.05,0.6,0.8,5,0.5,10,0.32566517366610986,0.6478795063943956,0.5692131629429755
3,100,0.1,0.8,0.8,5,0.0,10,0.31354624152640564,0.6479015405424613,0.5598947254071316
2,100,0.05,0.7,0.8,5,0.5,5,0.48455001346927684,0.6479212647928992,0.5424626092498278
3,200,0.05,0.8,0.6,10,1.0,10,0.34546800377106346,0.6479269158371069,0.5610596214033613
3,100,0.1,0.8,0.8,20,0.0,1,0.32672462485440046,0.6479740041165696,0.5439735561194853
3,200,0.05,0.6,0.7,5,1.0,10,0.34107259695330316,0.6479752246798675,0.5818498821001211
2,200,0.05,0.7,0.7,5,0.5,5,0.4200106432717424,0.6480048282405964,0.534071972105857
2,100,0.1,0.7,0.6,10,0.5,10,0.44188853216662943,0.6480355343084581,0.5203633230239315
3,200,0.05,0.8,0.6,10,0.0,5,0.30991652553568017,0.6480617417415577,0.5683956203927369
3,200,0.05,0.8,0.8,10,0.5,5,0.3092142064066702,0.6480707398993015,0.5539099436659298
3,100,0.05,0.6,0.6,5,0.5,1,0.3828180663236922,0.6481313281038558,0.5801162961814924
3,200,0.05,0.7,0.8,5,0.0,10,0.31350022302863,0.6481550829880065,0.5570072555023612
2,200,0.05,0.8,0.8,20,1.0,1,0.41968999952266306,0.6481560307214229,0.5719003381047572
3,100,0.05,0.6,0.6,5,1.0,5,0.4173986256197728,0.6481587540603643,0.5840592233488526
3,100,0.05,0.6,0.6,10,0.0,1,0.39243947264612156,0.6481632682279824,0.5432101153183982
2,300,0.1,0.7,0.8,20,1.0,1,0.30206777127490214,0.6481928047493118,0.5243518036968012
2,100,0.05,0.6,0.8,5,0.5,1,0.47578442789652303,0.6482152568408744,0.5684150085934232
2,300,0.05,0.7,0.6,10,0.0,1,0.35596032365198893,0.6482410170765788,0.5547606400153002
2,100,0.05,0.6,0.6,20,0.0,10,0.5072853430211467,0.6482578019665506,0.5394804878092938
2,300,0.05,0.6,0.8,20,0.5,5,0.3938826307280444,0.6482630560776181,0.5411737697719713
2,200,0.1,0.7,0.7,20,0.5,5,0.36100294062437827,0.6482682639663041,0.5325025424005966
2,300,0.1,0.7,0.8,5,1.0,10,0.3076293699545337,0.6482791397555936,0.5130480821112413
2,100,0.1,0.7,0.8,20,1.0,5,0.43601476267559863,0.6482824964811672,0.5269377719721922
3,300,0.05,0.8,0.6,5,1.0,10,0.278431129537711,0.6482905601135617,0.5583420920154659
3,300,0.05,0.8,0.7,10,1.0,5,0.26437800036872483,0.6483404226014368,0.588820904097244
